Nº PARTE,FECHA,AÑO,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR ACCIDENTE,TIPO ACCIDENTE,Nº VICTIMAS *,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,CPSV Seca Y Limpia,GRAVE,N_PERSONAS_IMPLICADAS,INCLUYE_PEATON,INCLUYE_MOTO,INCLUYE_BICI,INCLUYE_EDAD_RIESGO,HORA,ES_FINDE,ES_CRUCE,TIPO_VIA,N_VICTIMAS_LOG
2012/2848,2012-03-24,2012,3,DE 21:00 A 21:59,SABADO,SALAMANCA,CALLE DE ALCALA - CALLE DE GOYA,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,21,1,1,CALLE,1.0986122886681098
2012/2806,2012-03-24,2012,3,DE 21:00 A 21:59,SABADO,VICALVARO,CARRETERA DE VICALVARO A COSLADA KM.,VUELCO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,21,1,0,CARRETERA,0.6931471805599453
2012/2874,2012-03-24,2012,3,DE 22:00 A 22:59,SABADO,CHAMARTIN,PLAZA DE LA REPUBLICA ARGENTINA NUM,CAÍDA MOTOCICLETA,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,22,1,0,PLAZA,1.0986122886681098
2012/2817,2012-03-24,2012,3,DE 22:00 A 22:59,SABADO,CIUDAD LINEAL,AUTOVIA  M-30 CALZADA 2 KM.,CHOQUE CON OBJETO FIJO,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,22,1,0,AUTOVIA,1.0986122886681098
2012/2788,2012-03-25,2012,3,DE 00:00 A 00:59,DOMINGO,ARGANZUELA,CALLE DE SEGOVIA - RONDA DE SEGOVIA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,1,RONDA,1.0986122886681098
2012/2787,2012-03-25,2012,3,DE 1:00 A 1:59,DOMINGO,USERA,AVENIDA DE ANDALUCIA - CALLE  30  08RE,CHOQUE CON OBJETO FIJO,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,AVENIDA,1.0986122886681098
2012/2789,2012-03-25,2012,3,DE 3:00 A 3:59,DOMINGO,SALAMANCA,CALLE DE VELAZQUEZ - CALLE DE GOYA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,3,1,1,CALLE,1.0986122886681098
2012/2796,2012-03-25,2012,3,DE 5:00 A 5:59,DOMINGO,ARGANZUELA,CALLE  30  NL KM.,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,1,0,CALLE,0.6931471805599453
2012/2866,2012-03-25,2012,3,DE 7:00 A 7:59,DOMINGO,CENTRO,CALLE  GRAN VIA - CALLE DE SAN BERNARDO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,7,1,1,CALLE,0.6931471805599453
2012/2800,2012-03-25,2012,3,DE 9:00 A 9:59,DOMINGO,SALAMANCA,PASEO DE RECOLETOS - PLAZA DE COLON,ATROPELLO,5,0,0,0,0,1,0,0,0,0,0,0,1,1,6,1,0,0,1,9,1,1,PASEO,1.791759469228055
2012/2802,2012-03-25,2012,3,DE 11:00 A 11:59,DOMINGO,SALAMANCA,AUTOVIA  M-30 CALZADA 1 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,11,1,0,AUTOVIA,0.6931471805599453
2012/2821,2012-03-25,2012,3,DE 12:00 A 12:59,DOMINGO,CIUDAD LINEAL,AVENIDA DEL MARQUES DE CORBERA - CALLE DE GERARDO CORDON,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,12,1,1,AVENIDA,0.6931471805599453
2012/2834,2012-03-25,2012,3,DE 12:00 A 12:59,DOMINGO,MONCLOA-ARAVACA,AUTOVIA  M-30 CALZADA 1 KM.,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,12,1,0,AUTOVIA,0.6931471805599453
2012/2836,2012-03-25,2012,3,DE 12:00 A 12:59,DOMINGO,VICALVARO,CALLE DE VILLABLANCA NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,12,1,0,CALLE,0.6931471805599453
2012/2819,2012-03-25,2012,3,DE 13:00 A 13:59,DOMINGO,FUENCARRAL-EL PARDO,AVENIDA DEL MONASTERIO DE SILOS - CALLE DEL MONASTERIO DE BATUECAS,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,13,1,1,AVENIDA,0.6931471805599453
2012/2883,2012-03-25,2012,3,DE 14:00 A 14:59,DOMINGO,CARABANCHEL,CALLE DE EUGENIA DE MONTIJO - CALLE DEL DATIL,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,14,1,1,CALLE,0.6931471805599453
2012/2816,2012-03-25,2012,3,DE 14:00 A 14:59,DOMINGO,CARABANCHEL,CALLE DEL ALCAUDON - CALLE DEL GORRION,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1,1,CALLE,1.0986122886681098
2012/2871,2012-03-25,2012,3,DE 15:00 A 15:59,DOMINGO,CENTRO,PLAZA DE CIBELES NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,15,1,0,PLAZA,0.6931471805599453
2012/2807,2012-03-25,2012,3,DE 15:00 A 15:59,DOMINGO,CIUDAD LINEAL,CALLE DE ASCAO - CALLE DE FRANCISCO VILLAESPESA,CAÍDA CICLOMOTOR,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,15,1,1,CALLE,0.6931471805599453
2012/2896,2012-03-25,2012,3,DE 16:00 A 16:59,DOMINGO,CENTRO,PASEO DE RECOLETOS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,16,1,0,PASEO,0.6931471805599453
2012/2808,2012-03-25,2012,3,DE 17:00 A 17:59,DOMINGO,CENTRO,PASEO DEL PRADO - CALLE DE ZORRILLA,COLISIÓN DOBLE,6,0,0,0,0,1,0,0,0,0,0,0,1,1,8,0,0,0,1,17,1,1,PASEO,1.9459101490553132
2012/2833,2012-03-25,2012,3,DE 19:00 A 19:59,DOMINGO,CENTRO,CALLE  GRAN VIA - CALLE DE ABADA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,19,1,1,CALLE,0.6931471805599453
2012/2811,2012-03-25,2012,3,DE 19:00 A 19:59,DOMINGO,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA - AVENIDA DE MENENDEZ PELAYO,COLISIÓN DOBLE,4,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,19,1,1,AVENIDA,1.6094379124341003
2012/2809,2012-03-25,2012,3,DE 20:00 A 20:59,DOMINGO,RETIRO,AVENIDA DE NAZARET NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,20,1,0,AVENIDA,0.6931471805599453
2012/2840,2012-03-25,2012,3,DE 21:00 A 21:59,DOMINGO,LATINA,CALLE DE VILLAVALIENTE - CALLE DE VILLASANDINO,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,21,1,1,CALLE,0.6931471805599453
2012/2784,2012-03-25,2012,3,DE 23:00 A 23:59,DOMINGO,SAN BLAS,CALLE DE ALCALA - AVENIDA DE ARAGON,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,23,1,1,AVENIDA,0.6931471805599453
2012/2825,2012-03-26,2012,3,DE 8:00 A 8:59,LUNES,HORTALEZA,AVENIDA DE FRANCISCO PI Y MARGALL - CALLE DEL PRINCIPE CARLOS,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,8,0,1,AVENIDA,0.6931471805599453
2012/2818,2012-03-26,2012,3,DE 8:00 A 8:59,LUNES,RETIRO,PLAZA DE CANOVAS DEL CASTILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,8,0,0,PLAZA,0.6931471805599453
2012/2826,2012-03-26,2012,3,DE 8:00 A 8:59,LUNES,USERA,CALLE DEL HENO - CALLE DEL MAIZ,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,8,0,1,CALLE,0.6931471805599453
2012/2828,2012-03-26,2012,3,DE 9:00 A 9:59,LUNES,MORATALAZ,AUTOVIA  M-23 ENTRADA KM.,COLISIÓN MÚLTIPLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,1,9,0,0,AUTOVIA,1.3862943611198906
2012/2870,2012-03-26,2012,3,DE 9:00 A 9:59,LUNES,SALAMANCA,CALLE DE SERRANO - CALLE DE DON RAMON DE LA CRUZ,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,1,CALLE,0.6931471805599453
2012/2835,2012-03-26,2012,3,DE 10:00 A 10:59,LUNES,CHAMBERI,CALLE DE JOSE - CALLE DE MARCELINA,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,10,0,1,CALLE,0.6931471805599453
2012/2832,2012-03-26,2012,3,DE 10:00 A 10:59,LUNES,SAN BLAS,CALLE DE JULIAN CAMARILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,0,CALLE,0.6931471805599453
2012/2837,2012-03-26,2012,3,DE 12:00 A 12:59,LUNES,USERA,CALLE DE MONEDEROS NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,12,0,0,CALLE,0.6931471805599453
2012/2861,2012-03-26,2012,3,DE 13:00 A 13:59,LUNES,HORTALEZA,CALLE DE VICENTE BLASCO IBAÑEZ NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,13,0,0,CALLE,0.6931471805599453
2012/2918,2012-03-26,2012,3,DE 14:00 A 14:59,LUNES,CARABANCHEL,PASEO DE SANTA MARIA DE LA CABEZA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,14,0,0,PASEO,0.6931471805599453
2012/2878,2012-03-26,2012,3,DE 14:00 A 14:59,LUNES,SAN BLAS,CALLE DE ALCALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,14,0,0,CALLE,0.6931471805599453
2012/2873,2012-03-26,2012,3,DE 14:00 A 14:59,LUNES,TETUAN,CALLE DE NUMANCIA - CALLE DE LEÑEROS,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,14,0,1,CALLE,0.6931471805599453
2012/2882,2012-03-26,2012,3,DE 15:00 A 15:59,LUNES,CIUDAD LINEAL,PLAZA DE ALSACIA - CALLE DE LA FUENTE CARRANTONA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,15,0,1,CALLE,0.6931471805599453
2012/2884,2012-03-26,2012,3,DE 15:00 A 15:59,LUNES,SALAMANCA,CALLE DE AZCONA - AVENIDA DE BRUSELAS,CAÍDA VIAJERO BUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,15,0,1,AVENIDA,0.6931471805599453
2012/2881,2012-03-26,2012,3,DE 16:00 A 16:59,LUNES,CHAMARTIN,AVENIDA DE AMERICA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,AVENIDA,0.6931471805599453
2012/2885,2012-03-26,2012,3,DE 16:00 A 16:59,LUNES,FUENCARRAL-EL PARDO,AUTOVIA  M-30 CALZADA 1 KM.,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,0,0,AUTOVIA,0.6931471805599453
2012/2855,2012-03-26,2012,3,DE 16:00 A 16:59,LUNES,VILLAVERDE,CALLE DE LA MICA - AVENIDA DE LOS ROSALES,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,16,0,1,AVENIDA,0.6931471805599453
2012/2876,2012-03-26,2012,3,DE 17:00 A 17:59,LUNES,CHAMARTIN,PLAZA DEL DOCTOR MARAÑON - CALLE DE MARIA DE MOLINA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,1,CALLE,0.6931471805599453
2012/2852,2012-03-26,2012,3,DE 18:00 A 18:59,LUNES,USERA,CALLE DE CAMPOTEJAR NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,1,18,0,0,CALLE,0.6931471805599453
2012/2856,2012-03-26,2012,3,DE 20:00 A 20:59,LUNES,LATINA,CARRETERA DE BOADILLA DEL MONTE - CALLE DEL MIRLO,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,1,20,0,1,CARRETERA,1.3862943611198906
2012/2857,2012-03-26,2012,3,DE 20:00 A 20:59,LUNES,USERA,AVENIDA DE RAFAELA YBARRA - CALLE DE VERJA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,20,0,1,AVENIDA,0.6931471805599453
2012/3274,2012-03-27,2012,3,DE 7:00 A 7:59,MARTES,USERA,AVENIDA DE LOS POBLADOS - CALLE DEL DOCTOR TOLOSA LATOUR,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,1,AVENIDA,0.6931471805599453
2012/2900,2012-03-27,2012,3,DE 9:00 A 9:59,MARTES,ARGANZUELA,CALLE DEL PLOMO NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,0,CALLE,0.6931471805599453
2012/2929,2012-03-27,2012,3,DE 9:00 A 9:59,MARTES,MORATALAZ,CALLE DE LA HACIENDA DE PAVONES NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,0,CALLE,0.6931471805599453
2012/2905,2012-03-27,2012,3,DE 10:00 A 10:59,MARTES,FUENCARRAL-EL PARDO,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,0,AUTOVIA,0.6931471805599453
2012/2868,2012-03-27,2012,3,DE 11:00 A 11:59,MARTES,CARABANCHEL,CALLE DEL GENERAL RICARDOS - CALLE DE MANUEL LAMELA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,11,0,1,CALLE,0.6931471805599453
2012/2869,2012-03-27,2012,3,DE 12:00 A 12:59,MARTES,ARGANZUELA,CALLE DE EMBAJADORES NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,12,0,0,CALLE,0.6931471805599453
2012/2902,2012-03-27,2012,3,DE 13:00 A 13:59,MARTES,CENTRO,PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,13,0,1,PASEO,0.6931471805599453
2012/2889,2012-03-27,2012,3,DE 15:00 A 15:59,MARTES,CHAMBERI,PLAZA DEL DOCTOR MARAÑON,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,15,0,0,PLAZA,0.6931471805599453
2012/2888,2012-03-27,2012,3,DE 15:00 A 15:59,MARTES,RETIRO,PLAZA DE CIBELES - CALLE DE ALCALA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,15,0,1,CALLE,0.6931471805599453
2012/2908,2012-03-27,2012,3,DE 16:00 A 16:59,MARTES,CENTRO,CALLE DE CERVANTES - CALLE DEL DUQUE DE MEDINACELI,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,16,0,1,CALLE,0.6931471805599453
2012/2906,2012-03-27,2012,3,DE 16:00 A 16:59,MARTES,CENTRO,PLAZA DE CANOVAS DEL CASTILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,16,0,0,PLAZA,0.6931471805599453
2012/2954,2012-03-27,2012,3,DE 17:00 A 17:59,MARTES,ARGANZUELA,CALLE  30  NL KM.,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,17,0,0,CALLE,1.0986122886681098
2012/2901,2012-03-27,2012,3,DE 17:00 A 17:59,MARTES,CENTRO,CALLE DE BAILEN NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,0,CALLE,0.6931471805599453
2012/2890,2012-03-27,2012,3,DE 18:00 A 18:59,MARTES,CARABANCHEL,CALLE DEL CAMINO VIEJO DE LEGANES NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,18,0,0,CALLE,0.6931471805599453
2012/2914,2012-03-27,2012,3,DE 19:00 A 19:59,MARTES,FUENCARRAL-EL PARDO,CALLE DE NUESTRA SEÑORA DE VALVERDE - AVENIDA DEL CARDENAL HERRERA ORIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,19,0,1,AVENIDA,0.6931471805599453
2012/2921,2012-03-27,2012,3,DE 19:00 A 19:59,MARTES,SAN BLAS,CALLE DE ALCALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,19,0,0,CALLE,0.6931471805599453
2012/2907,2012-03-27,2012,3,DE 20:00 A 20:59,MARTES,CENTRO,PLAZA DEL EMPERADOR CARLOS V NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,20,0,0,PLAZA,0.6931471805599453
2012/2915,2012-03-27,2012,3,DE 20:00 A 20:59,MARTES,CHAMBERI,CALLE DE BLASCO DE GARAY - CALLE DE MELENDEZ VALDES,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,20,0,1,CALLE,0.6931471805599453
2012/2891,2012-03-27,2012,3,DE 21:00 A 21:59,MARTES,CARABANCHEL,AVENIDA DE CARABANCHEL ALTO NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,21,0,0,AVENIDA,0.6931471805599453
2012/2892,2012-03-27,2012,3,DE 21:00 A 21:59,MARTES,CENTRO,RONDA DE ATOCHA NUM,ATROPELLO,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,21,0,0,RONDA,1.0986122886681098
2012/2922,2012-03-27,2012,3,DE 21:00 A 21:59,MARTES,MORATALAZ,AVENIDA DE MORATALAZ NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,21,0,0,AVENIDA,0.6931471805599453
2012/2910,2012-03-27,2012,3,DE 22:00 A 22:59,MARTES,BARAJAS,CALLE DEL MISTRAL,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,22,0,0,CALLE,0.6931471805599453
2012/2894,2012-03-27,2012,3,DE 23:00 A 23:59,MARTES,CARABANCHEL,AVENIDA DE NUESTRA SEÑORA DE FATIMA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,23,0,0,AVENIDA,0.6931471805599453
2012/2911,2012-03-27,2012,3,DE 23:00 A 23:59,MARTES,LATINA,CALLE DE LOS YEBENES NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,23,0,0,CALLE,0.6931471805599453
2012/2893,2012-03-28,2012,3,DE 1:00 A 1:59,MIERCOLES,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE GUTENBERG,COLISIÓN DOBLE,4,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,1,AVENIDA,1.6094379124341003
2012/2930,2012-03-28,2012,3,DE 8:00 A 8:59,MIERCOLES,LATINA,AVENIDA DE PORTUGAL FT KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,8,0,0,AVENIDA,0.6931471805599453
2012/2913,2012-03-28,2012,3,DE 8:00 A 8:59,MIERCOLES,TETUAN,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE - PASEO DE LA CASTELLANA,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,0,1,PASEO,0.6931471805599453
2012/2937,2012-03-28,2012,3,DE 9:00 A 9:59,MIERCOLES,MORATALAZ,AUTOVIA  M-23 ENTRADA KM.,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,9,0,0,AUTOVIA,0.6931471805599453
2012/2909,2012-03-28,2012,3,DE 9:00 A 9:59,MIERCOLES,SAN BLAS,CALLE DE MARIA SEVILLA DIAGO - CALLE DE AINSA,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,9,0,1,CALLE,0.6931471805599453
2012/2925,2012-03-28,2012,3,DE 10:00 A 10:59,MIERCOLES,ARGANZUELA,CALLE DE EROS - CALLE DE ARIEL,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,1,CALLE,0.6931471805599453
2012/2940,2012-03-28,2012,3,DE 10:00 A 10:59,MIERCOLES,VILLA DE VALLECAS,AVENIDA DEL ENSANCHE DE VALLECAS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,AVENIDA,0.6931471805599453
2012/2928,2012-03-28,2012,3,DE 11:00 A 11:59,MIERCOLES,CHAMARTIN,PASEO DE LA CASTELLANA - PLAZA DE LIMA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,11,0,1,PASEO,0.6931471805599453
2012/2966,2012-03-28,2012,3,DE 12:00 A 12:59,MIERCOLES,CARABANCHEL,CALLE  VIA LUSITANA - PLAZA DE FERNANDEZ LADREDA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,12,0,1,CALLE,0.6931471805599453
2012/2933,2012-03-28,2012,3,DE 12:00 A 12:59,MIERCOLES,CENTRO,CALLE DE MEJIA LEQUERICA - CALLE DE SERRANO ANGUITA,COLISIÓN DOBLE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,12,0,1,CALLE,0.6931471805599453
2012/2916,2012-03-28,2012,3,DE 13:00 A 13:59,MIERCOLES,SAN BLAS,AVENIDA DE CANILLEJAS A VICALVARO NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,13,0,0,AVENIDA,0.6931471805599453
2012/2947,2012-03-28,2012,3,DE 14:00 A 14:59,MIERCOLES,CIUDAD LINEAL,CALLE DE ARTURO SORIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,14,0,0,CALLE,0.6931471805599453
2012/3090,2012-03-28,2012,3,DE 14:00 A 14:59,MIERCOLES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA - CALLE DE ROGELIO FOLGUERAS,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,14,0,1,AVENIDA,1.0986122886681098
2012/2919,2012-03-28,2012,3,DE 16:00 A 16:59,MIERCOLES,CARABANCHEL,CALLE DEL GENERAL RICARDOS NUM,CAÍDA VIAJERO BUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,16,0,0,CALLE,0.6931471805599453
2012/2944,2012-03-28,2012,3,DE 17:00 A 17:59,MIERCOLES,MONCLOA-ARAVACA,AVENIDA DEL PADRE HUIDOBRO KM.,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,17,0,0,AVENIDA,1.0986122886681098
2012/2949,2012-03-28,2012,3,DE 18:00 A 18:59,MIERCOLES,MONCLOA-ARAVACA,PASEO DE JUAN XXIII NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,18,0,0,PASEO,0.6931471805599453
2012/2950,2012-03-28,2012,3,DE 19:00 A 19:59,MIERCOLES,CARABANCHEL,CALLE DE VICENTE QUESADA NUM,COLISIÓN DOBLE,5,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,19,0,0,CALLE,1.791759469228055
2012/2960,2012-03-28,2012,3,DE 19:00 A 19:59,MIERCOLES,CARABANCHEL,PLAZA DE FERNANDEZ LADREDA - CALLE  VIA LUSITANA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,19,0,1,CALLE,0.6931471805599453
2012/2983,2012-03-28,2012,3,DE 19:00 A 19:59,MIERCOLES,PUENTE DE VALLECAS,AVENIDA DE SAN DIEGO - CALLE DE CANDILEJAS,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,19,0,1,AVENIDA,0.6931471805599453
2012/3214,2012-03-28,2012,3,DE 19:00 A 19:59,MIERCOLES,RETIRO,AUTOVIA  M-30 CALZADA 1 KM.,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,19,0,0,AUTOVIA,1.0986122886681098
2012/2923,2012-03-28,2012,3,DE 20:00 A 20:59,MIERCOLES,PUENTE DE VALLECAS,CALLE DE RAMON PEREZ DE AYALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0,0,CALLE,0.6931471805599453
2012/2927,2012-03-28,2012,3,DE 23:00 A 23:59,MIERCOLES,ARGANZUELA,RONDA DE VALENCIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,23,0,0,RONDA,0.6931471805599453
2012/2938,2012-03-29,2012,3,DE 7:00 A 7:59,JUEVES,CENTRO,RONDA DE VALENCIA - CALLE DE FRAY LUIS DE LEON,COLISIÓN DOBLE,7,0,0,0,0,1,0,0,0,0,0,0,1,1,7,1,0,0,0,7,0,1,RONDA,2.0794415416798357
